[Summary]
Novonix HPC data file
Novonix
Channel: 09
Cell: 2023-12-12_fullcell_aqds_vanadium_insituUVvis.csv
Serial Number: 
Description: Enter description here...
Protocol: CCCV_fullcell_50mA_until_200mV_chrge1p3V_dischrge0p4V.pro1
Mass (g): 1.000
Capacity (Ah): 1.000
Area (cm2): 1.000
DC Offset Voltage (V): 0.00000
Started: 12/12/2023 10:58:00 AM
Version: 2.2.0.2
[End Summary]
[Protocol]
Protocol: CCCV_fullcell_50mA_until_200mV_chrge1p3V_dischrge0p4V.pro1
[0: Open_circuit_storage:]
   [End step when step time > 30 seconds]
   [Save data when Δt > 2 seconds]
   [StepLimits -999 999999 0 50 0 100 0 100 -150 500 -150 500 -0.624045864045863 1.47535724815725 -0.624045864045863 1.47535724815725 -999 2 0 2]
[5: Repeat: 8000 time(s) Node count: 3]
   [3: CC-CV_charge: 50 mA to 1.3 V]
      [During CV, End step when step time > 4 hours or when abs(I) < 5 mA]
      [Any time, Save data when ΔV > 0.002 V or when Δt > 2 seconds]
      [StepLimits 0 10 0 10 0 100 0 100 -150 500 -150 500 -0.562948402948403 1.41975823095823 -0.562948402948403 1.41975823095823 0 1.76216216216216 0 1.74234234234234]
   [4: CC-CV_discharge: 50 mA to 0.4 V]
      [During CV, End step when step time > 4 hours or when abs(I) < 5 mA]
      [Any time, Save data when ΔV > 0.002 V or when Δt > 2 seconds]
      [StepLimits 0 10 0 10 0 100 0 100 -150 500 -150 500 -0.555806715806716 1.41042686322686 -0.555806715806716 1.41042686322686 0 1.72252252252252 0 1.72252252252252]
   [6: Increment_cycle_counter:]
[End Protocol]
[Data]
Date and Time,Cycle Number,Step Type,Run Time (h),Step Time (h),Current (A),Potential (V),Capacity (Ah),Temperature (°C),Circuit Temperature (°C),Energy (Wh),dVdt (I/h),dIdt (V/h),Step Number,Step position
12/12/2023 12:31:33 PM,2,9,1.5592639,0.0605583,-0.0499893490,0.78127884,0.0208142256,-9999.00000000,21.568,0.0212419381,0.0000000,0.0000000,6,0
12/12/2023 12:31:35 PM,2,9,1.5598417,0.0611361,-0.0499888550,0.78107759,0.0207853431,-9999.00000000,21.567,0.0212193759,0.0000000,0.0000000,6,0
12/12/2023 12:31:38 PM,2,9,1.5604194,0.0617139,-0.0499888611,0.78086442,0.0207564606,-9999.00000000,21.550,0.0211968197,0.0000000,0.0000000,6,0
12/12/2023 12:31:39 PM,2,9,1.5609972,0.0622917,-0.0499888825,0.78066050,0.0207275781,-9999.00000000,21.561,0.0211742695,0.0000000,0.0000000,6,0
12/12/2023 12:31:42 PM,2,9,1.5615750,0.0628694,-0.0499888764,0.78046627,0.0206986956,-9999.00000000,21.556,0.0211517251,0.0000000,0.0000000,6,0
12/12/2023 12:31:44 PM,2,9,1.5621528,0.0634472,-0.0499894161,0.78027211,0.0206698130,-9999.00000000,21.559,0.0211291863,0.0000000,0.0000000,6,0
12/12/2023 12:31:46 PM,2,9,1.5627306,0.0640250,-0.0499890075,0.78007322,0.0206409306,-9999.00000000,21.550,0.0211066532,0.0000000,0.0000000,6,0
12/12/2023 12:31:48 PM,2,9,1.5633083,0.0646028,-0.0499890166,0.77988762,0.0206120480,-9999.00000000,21.550,0.0210841253,0.0000000,0.0000000,6,0
12/12/2023 12:31:50 PM,2,9,1.5638861,0.0651806,-0.0499888672,0.77969759,0.0205831654,-9999.00000000,21.550,0.0210616031,0.0000000,0.0000000,6,0
12/12/2023 12:31:52 PM,2,9,1.5644639,0.0657583,-0.0499888825,0.77949358,0.0205542829,-9999.00000000,21.566,0.0210390867,0.0000000,0.0000000,6,0
12/12/2023 12:31:54 PM,2,9,1.5650417,0.0663361,-0.0499892789,0.77929859,0.0205254004,-9999.00000000,21.554,0.0210165760,0.0000000,0.0000000,6,0
12/12/2023 12:31:56 PM,2,9,1.5656194,0.0669139,-0.0499889465,0.77911238,0.0204965179,-9999.00000000,21.562,0.0209940707,0.0000000,0.0000000,6,0
12/12/2023 12:31:58 PM,2,9,1.5661972,0.0674917,-0.0499889038,0.77892311,0.0204676354,-9999.00000000,21.552,0.0209715709,0.0000000,0.0000000,6,0
12/12/2023 12:32:00 PM,2,9,1.5667750,0.0680694,-0.0499888367,0.77873720,0.0204387528,-9999.00000000,21.557,0.0209490766,0.0000000,0.0000000,6,0
12/12/2023 12:32:02 PM,2,9,1.5673528,0.0686472,-0.0499892789,0.77854465,0.0204098703,-9999.00000000,21.561,0.0209265875,0.0000000,0.0000000,6,0
12/12/2023 12:32:05 PM,2,9,1.5679306,0.0692250,-0.0499889343,0.77834836,0.0203809878,-9999.00000000,21.557,0.0209041042,0.0000000,0.0000000,6,0
12/12/2023 12:32:06 PM,2,9,1.5685083,0.0698028,-0.0499888703,0.77816161,0.0203521052,-9999.00000000,21.545,0.0208816265,0.0000000,0.0000000,6,0
12/12/2023 12:32:09 PM,2,9,1.5690861,0.0703806,-0.0499889861,0.77796264,0.0203232228,-9999.00000000,21.558,0.0208591545,0.0000000,0.0000000,6,0
12/12/2023 12:32:11 PM,2,9,1.5696639,0.0709583,-0.0499889099,0.77776475,0.0202943402,-9999.00000000,21.545,0.0208366879,0.0000000,0.0000000,6,0
12/12/2023 12:32:13 PM,2,9,1.5702417,0.0715361,-0.0499889587,0.77758044,0.0202654577,-9999.00000000,21.548,0.0208142269,0.0000000,0.0000000,6,0
12/12/2023 12:32:15 PM,2,9,1.5708194,0.0721139,-0.0499889190,0.77739186,0.0202365752,-9999.00000000,21.559,0.0207917713,0.0000000,0.0000000,6,0
12/12/2023 12:32:17 PM,2,9,1.5713972,0.0726917,-0.0499893307,0.77720817,0.0202076927,-9999.00000000,21.558,0.0207693212,0.0000000,0.0000000,6,0
12/12/2023 12:32:19 PM,2,9,1.5719750,0.0732694,-0.0499889465,0.77702859,0.0201788102,-9999.00000000,21.548,0.0207468763,0.0000000,0.0000000,6,0
12/12/2023 12:32:21 PM,2,9,1.5725528,0.0738472,-0.0499889861,0.77683558,0.0201499276,-9999.00000000,21.560,0.0207244367,0.0000000,0.0000000,6,0
12/12/2023 12:32:23 PM,2,9,1.5731306,0.0744250,-0.0499889007,0.77665273,0.0201210451,-9999.00000000,21.556,0.0207020026,0.0000000,0.0000000,6,0
12/12/2023 12:32:25 PM,2,9,1.5737083,0.0750028,-0.0499889099,0.77645628,0.0200921626,-9999.00000000,21.552,0.0206795739,0.0000000,0.0000000,6,0
12/12/2023 12:32:27 PM,2,9,1.5742861,0.0755806,-0.0499888764,0.77627641,0.0200632801,-9999.00000000,21.536,0.0206571506,0.0000000,0.0000000,6,0
12/12/2023 12:32:29 PM,2,9,1.5748639,0.0761583,-0.0499889953,0.77609477,0.0200343976,-9999.00000000,21.538,0.0206347325,0.0000000,0.0000000,6,0
12/12/2023 12:32:32 PM,2,9,1.5754417,0.0767361,-0.0499888672,0.77590917,0.0200055151,-9999.00000000,21.551,0.0206123199,0.0000000,0.0000000,6,0
12/12/2023 12:32:33 PM,2,9,1.5760194,0.0773139,-0.0499888764,0.77572731,0.0199766326,-9999.00000000,21.535,0.0205899126,0.0000000,0.0000000,6,0
12/12/2023 12:32:36 PM,2,9,1.5765972,0.0778917,-0.0499888276,0.77554545,0.0199477501,-9999.00000000,21.538,0.0205675104,0.0000000,0.0000000,6,0
12/12/2023 12:32:38 PM,2,9,1.5771750,0.0784694,-0.0499890502,0.77536725,0.0199188677,-9999.00000000,21.553,0.0205451135,0.0000000,0.0000000,6,0
12/12/2023 12:32:40 PM,2,9,1.5777528,0.0790472,-0.0499889160,0.77517714,0.0198899851,-9999.00000000,21.549,0.0205227219,0.0000000,0.0000000,6,0
12/12/2023 12:32:42 PM,2,9,1.5783306,0.0796250,-0.0499888459,0.77499619,0.0198611026,-9999.00000000,21.545,0.0205003355,0.0000000,0.0000000,6,0
12/12/2023 12:32:44 PM,2,9,1.5789083,0.0802028,-0.0499887757,0.77481838,0.0198322201,-9999.00000000,21.535,0.0204779543,0.0000000,0.0000000,6,0
12/12/2023 12:32:46 PM,2,9,1.5794861,0.0807806,-0.0499889190,0.77463942,0.0198033376,-9999.00000000,21.533,0.0204555784,0.0000000,0.0000000,6,0
12/12/2023 12:32:48 PM,2,9,1.5800639,0.0813583,-0.0499888946,0.77445870,0.0197744551,-9999.00000000,21.531,0.0204332077,0.0000000,0.0000000,6,0
12/12/2023 12:32:50 PM,2,9,1.5806417,0.0819361,-0.0499888428,0.77427332,0.0197455726,-9999.00000000,21.525,0.0204108422,0.0000000,0.0000000,6,0
12/12/2023 12:32:52 PM,2,9,1.5812194,0.0825139,-0.0499888337,0.77409421,0.0197166901,-9999.00000000,21.541,0.0203884820,0.0000000,0.0000000,6,0
12/12/2023 12:32:54 PM,2,9,1.5817972,0.0830917,-0.0499893002,0.77391617,0.0196878076,-9999.00000000,21.531,0.0203661270,0.0000000,0.0000000,6,0
12/12/2023 12:32:57 PM,2,9,1.5823750,0.0836694,-0.0499888245,0.77373766,0.0196589251,-9999.00000000,21.541,0.0203437771,0.0000000,0.0000000,6,0
12/12/2023 12:32:59 PM,2,9,1.5829528,0.0842472,-0.0499888977,0.77356366,0.0196300426,-9999.00000000,21.527,0.0203214323,0.0000000,0.0000000,6,0
12/12/2023 12:33:01 PM,2,9,1.5835306,0.0848250,-0.0499889099,0.77338676,0.0196011601,-9999.00000000,21.536,0.0202990926,0.0000000,0.0000000,6,0
12/12/2023 12:33:03 PM,2,9,1.5841083,0.0854028,-0.0499894070,0.77321445,0.0195722776,-9999.00000000,21.525,0.0202767580,0.0000000,0.0000000,6,0
12/12/2023 12:33:05 PM,2,9,1.5846861,0.0859806,-0.0499889007,0.77303113,0.0195433951,-9999.00000000,21.523,0.0202544284,0.0000000,0.0000000,6,0
12/12/2023 12:33:07 PM,2,9,1.5852639,0.0865583,-0.0499888306,0.77285836,0.0195145126,-9999.00000000,21.537,0.0202321039,0.0000000,0.0000000,6,0
12/12/2023 12:33:09 PM,2,9,1.5858417,0.0871361,-0.0499887391,0.77268497,0.0194856301,-9999.00000000,21.540,0.0202097845,0.0000000,0.0000000,6,0
12/12/2023 12:33:11 PM,2,9,1.5864194,0.0877139,-0.0499890014,0.77250891,0.0194567476,-9999.00000000,21.529,0.0201874701,0.0000000,0.0000000,6,0
12/12/2023 12:33:13 PM,2,9,1.5869972,0.0882917,-0.0499893338,0.77233781,0.0194278651,-9999.00000000,21.527,0.0201651607,0.0000000,0.0000000,6,0
12/12/2023 12:33:15 PM,2,9,1.5875750,0.0888694,-0.0499889007,0.77216328,0.0193989826,-9999.00000000,21.521,0.0201428564,0.0000000,0.0000000,6,0
12/12/2023 12:33:17 PM,2,9,1.5881528,0.0894472,-0.0499888367,0.77198187,0.0193701001,-9999.00000000,21.539,0.0201205572,0.0000000,0.0000000,6,0
12/12/2023 12:33:19 PM,2,9,1.5887306,0.0900250,-0.0499888276,0.77180757,0.0193412176,-9999.00000000,21.536,0.0200982631,0.0000000,0.0000000,6,0
12/12/2023 12:33:21 PM,2,9,1.5893083,0.0906028,-0.0499892972,0.77161769,0.0193123352,-9999.00000000,21.524,0.0200759743,0.0000000,0.0000000,6,0
12/12/2023 12:33:24 PM,2,9,1.5898861,0.0911806,-0.0499889709,0.77144209,0.0192834526,-9999.00000000,21.526,0.0200536907,0.0000000,0.0000000,6,0
12/12/2023 12:33:26 PM,2,9,1.5904639,0.0917583,-0.0499893094,0.77127030,0.0192545701,-9999.00000000,21.529,0.0200314122,0.0000000,0.0000000,6,0
12/12/2023 12:33:28 PM,2,9,1.5910417,0.0923361,-0.0499889678,0.77108707,0.0192256877,-9999.00000000,21.519,0.0200091388,0.0000000,0.0000000,6,0
12/12/2023 12:33:30 PM,2,9,1.5916194,0.0929139,-0.0499888062,0.77091024,0.0191968051,-9999.00000000,21.533,0.0199868706,0.0000000,0.0000000,6,0
12/12/2023 12:33:32 PM,2,9,1.5921972,0.0934917,-0.0499892301,0.77073472,0.0191679226,-9999.00000000,21.525,0.0199646074,0.0000000,0.0000000,6,0
12/12/2023 12:33:34 PM,2,9,1.5927750,0.0940694,-0.0499888611,0.77056958,0.0191390401,-9999.00000000,21.534,0.0199423493,0.0000000,0.0000000,6,0
12/12/2023 12:33:36 PM,2,9,1.5933528,0.0946472,-0.0499893429,0.77039298,0.0191101576,-9999.00000000,21.532,0.0199200961,0.0000000,0.0000000,6,0
12/12/2023 12:33:38 PM,2,9,1.5939306,0.0952250,-0.0499887940,0.77021891,0.0190812752,-9999.00000000,21.534,0.0198978478,0.0000000,0.0000000,6,0
12/12/2023 12:33:40 PM,2,9,1.5945083,0.0958028,-0.0499887483,0.77005155,0.0190523927,-9999.00000000,21.536,0.0198756045,0.0000000,0.0000000,6,0
12/12/2023 12:33:42 PM,2,9,1.5950861,0.0963806,-0.0499889709,0.76987496,0.0190235102,-9999.00000000,21.525,0.0198533662,0.0000000,0.0000000,6,0
12/12/2023 12:33:44 PM,2,9,1.5956639,0.0969583,-0.0499889922,0.76970333,0.0189946277,-9999.00000000,21.523,0.0198311330,0.0000000,0.0000000,6,0
12/12/2023 12:33:46 PM,2,9,1.5962417,0.0975361,-0.0499890197,0.76952620,0.0189657452,-9999.00000000,21.519,0.0198089047,0.0000000,0.0000000,6,0
12/12/2023 12:33:48 PM,2,9,1.5968194,0.0981139,-0.0499888764,0.76935853,0.0189368627,-9999.00000000,21.519,0.0197866814,0.0000000,0.0000000,6,0
12/12/2023 12:33:51 PM,2,9,1.5973972,0.0986917,-0.0499888825,0.76917980,0.0189079802,-9999.00000000,21.517,0.0197644632,0.0000000,0.0000000,6,0
12/12/2023 12:33:53 PM,2,9,1.5979750,0.0992694,-0.0499893612,0.76901115,0.0188790976,-9999.00000000,21.520,0.0197422498,0.0000000,0.0000000,6,0
12/12/2023 12:33:55 PM,2,9,1.5985528,0.0998472,-0.0499889007,0.76884074,0.0188502151,-9999.00000000,21.518,0.0197200414,0.0000000,0.0000000,6,0
12/12/2023 12:33:57 PM,2,9,1.5991306,0.1004250,-0.0499892606,0.76867285,0.0188213326,-9999.00000000,21.517,0.0196978379,0.0000000,0.0000000,6,0
12/12/2023 12:33:59 PM,2,9,1.5997083,0.1010028,-0.0499889129,0.76850183,0.0187924501,-9999.00000000,21.530,0.0196756394,0.0000000,0.0000000,6,0
12/12/2023 12:34:01 PM,2,9,1.6002861,0.1015806,-0.0499892819,0.76833371,0.0187635676,-9999.00000000,21.524,0.0196534458,0.0000000,0.0000000,6,0
12/12/2023 12:34:03 PM,2,9,1.6008639,0.1021583,-0.0499888733,0.76816261,0.0187346850,-9999.00000000,21.525,0.0196312569,0.0000000,0.0000000,6,0
12/12/2023 12:34:05 PM,2,9,1.6014417,0.1027361,-0.0499889617,0.76798953,0.0187058026,-9999.00000000,21.510,0.0196090731,0.0000000,0.0000000,6,0
12/12/2023 12:34:07 PM,2,9,1.6020194,0.1033139,-0.0499888611,0.76781118,0.0186769201,-9999.00000000,21.511,0.0195868944,0.0000000,0.0000000,6,0
12/12/2023 12:34:09 PM,2,9,1.6025972,0.1038917,-0.0499888428,0.76762794,0.0186480376,-9999.00000000,21.529,0.0195647208,0.0000000,0.0000000,6,0
12/12/2023 12:34:12 PM,2,9,1.6031750,0.1044694,-0.0499888946,0.76744585,0.0186191551,-9999.00000000,21.530,0.0195425526,0.0000000,0.0000000,6,0
12/12/2023 12:34:13 PM,2,9,1.6037528,0.1050472,-0.0499892880,0.76726964,0.0185902726,-9999.00000000,21.534,0.0195203896,0.0000000,0.0000000,6,0
12/12/2023 12:34:15 PM,2,9,1.6043306,0.1056250,-0.0499887452,0.76709060,0.0185613901,-9999.00000000,21.530,0.0194982318,0.0000000,0.0000000,6,0
12/12/2023 12:34:18 PM,2,9,1.6049083,0.1062028,-0.0499889800,0.76691225,0.0185325076,-9999.00000000,21.530,0.0194760790,0.0000000,0.0000000,6,0
12/12/2023 12:34:20 PM,2,9,1.6054861,0.1067806,-0.0499889953,0.76673825,0.0185036251,-9999.00000000,21.523,0.0194539313,0.0000000,0.0000000,6,0
12/12/2023 12:34:22 PM,2,9,1.6060639,0.1073583,-0.0499892758,0.76657219,0.0184747426,-9999.00000000,21.522,0.0194317885,0.0000000,0.0000000,6,0
12/12/2023 12:34:24 PM,2,9,1.6066417,0.1079361,-0.0499889404,0.76640590,0.0184458601,-9999.00000000,21.530,0.0194096505,0.0000000,0.0000000,6,0
12/12/2023 12:34:26 PM,2,9,1.6072194,0.1085139,-0.0499887147,0.76624175,0.0184169776,-9999.00000000,21.514,0.0193875173,0.0000000,0.0000000,6,0
12/12/2023 12:34:28 PM,2,9,1.6077972,0.1090917,-0.0499889282,0.76607104,0.0183880951,-9999.00000000,21.516,0.0193653889,0.0000000,0.0000000,6,0
12/12/2023 12:34:30 PM,2,9,1.6083750,0.1096694,-0.0499892423,0.76589109,0.0183592126,-9999.00000000,21.523,0.0193432657,0.0000000,0.0000000,6,0
12/12/2023 12:34:32 PM,2,9,1.6089528,0.1102472,-0.0499888367,0.76570502,0.0183303302,-9999.00000000,21.517,0.0193211479,0.0000000,0.0000000,6,0
12/12/2023 12:34:34 PM,2,9,1.6095306,0.1108250,-0.0499888581,0.76553339,0.0183014477,-9999.00000000,21.523,0.0192990350,0.0000000,0.0000000,6,0
12/12/2023 12:34:36 PM,2,9,1.6101083,0.1114028,-0.0499888611,0.76536237,0.0182725652,-9999.00000000,21.523,0.0192769271,0.0000000,0.0000000,6,0
12/12/2023 12:34:39 PM,2,9,1.6106861,0.1119806,-0.0499888520,0.76520112,0.0182436827,-9999.00000000,21.519,0.0192548240,0.0000000,0.0000000,6,0
12/12/2023 12:34:40 PM,2,9,1.6112639,0.1125583,-0.0499888794,0.76502926,0.0182148002,-9999.00000000,21.523,0.0192327258,0.0000000,0.0000000,6,0
12/12/2023 12:34:43 PM,2,9,1.6118417,0.1131361,-0.0499892240,0.76486473,0.0181859177,-9999.00000000,21.530,0.0192106323,0.0000000,0.0000000,6,0
12/12/2023 12:34:45 PM,2,9,1.6124194,0.1137139,-0.0499889038,0.76469883,0.0181570352,-9999.00000000,21.529,0.0191885437,0.0000000,0.0000000,6,0
12/12/2023 12:34:47 PM,2,9,1.6129972,0.1142917,-0.0499887330,0.76452498,0.0181281528,-9999.00000000,21.542,0.0191664601,0.0000000,0.0000000,6,0
12/12/2023 12:34:49 PM,2,9,1.6135750,0.1148694,-0.0499888825,0.76435174,0.0180992703,-9999.00000000,21.547,0.0191443814,0.0000000,0.0000000,6,0
12/12/2023 12:34:51 PM,2,9,1.6141528,0.1154472,-0.0499888611,0.76418416,0.0180703878,-9999.00000000,21.544,0.0191223075,0.0000000,0.0000000,6,0
12/12/2023 12:34:53 PM,2,9,1.6147306,0.1160250,-0.0499888459,0.76401482,0.0180415053,-9999.00000000,21.530,0.0191002385,0.0000000,0.0000000,6,0
12/12/2023 12:34:55 PM,2,9,1.6153083,0.1166028,-0.0499889068,0.76385136,0.0180126228,-9999.00000000,21.538,0.0190781744,0.0000000,0.0000000,6,0
12/12/2023 12:34:57 PM,2,9,1.6158861,0.1171806,-0.0499888428,0.76368827,0.0179837404,-9999.00000000,21.529,0.0190561150,0.0000000,0.0000000,6,0
12/12/2023 12:34:59 PM,2,9,1.6164639,0.1177583,-0.0499887818,0.76351328,0.0179548578,-9999.00000000,21.542,0.0190340604,0.0000000,0.0000000,6,0
12/12/2023 12:35:01 PM,2,9,1.6170417,0.1183361,-0.0499893033,0.76335020,0.0179259754,-9999.00000000,21.532,0.0190120108,0.0000000,0.0000000,6,0
12/12/2023 12:35:03 PM,2,9,1.6176194,0.1189139,-0.0499889587,0.76317468,0.0178970929,-9999.00000000,21.533,0.0189899661,0.0000000,0.0000000,6,0
12/12/2023 12:35:06 PM,2,9,1.6181972,0.1194917,-0.0499888032,0.76298823,0.0178682104,-9999.00000000,21.533,0.0189679266,0.0000000,0.0000000,6,0
12/12/2023 12:35:07 PM,2,9,1.6187750,0.1200694,-0.0499888855,0.76281233,0.0178393279,-9999.00000000,21.550,0.0189458923,0.0000000,0.0000000,6,0
12/12/2023 12:35:10 PM,2,9,1.6193528,0.1206472,-0.0499889343,0.76263795,0.0178104453,-9999.00000000,21.534,0.0189238631,0.0000000,0.0000000,6,0
12/12/2023 12:35:12 PM,2,9,1.6199306,0.1212250,-0.0499888428,0.76246234,0.0177815628,-9999.00000000,21.549,0.0189018389,0.0000000,0.0000000,6,0
12/12/2023 12:35:14 PM,2,9,1.6205083,0.1218028,-0.0499889312,0.76229232,0.0177526803,-9999.00000000,21.537,0.0188798196,0.0000000,0.0000000,6,0
12/12/2023 12:35:16 PM,2,9,1.6210861,0.1223806,-0.0499888825,0.76212130,0.0177237978,-9999.00000000,21.538,0.0188578053,0.0000000,0.0000000,6,0
12/12/2023 12:35:18 PM,2,9,1.6216639,0.1229583,-0.0499889221,0.76195050,0.0176949153,-9999.00000000,21.538,0.0188357960,0.0000000,0.0000000,6,0
12/12/2023 12:35:20 PM,2,9,1.6222417,0.1235361,-0.0499892087,0.76177406,0.0176660328,-9999.00000000,21.538,0.0188137916,0.0000000,0.0000000,6,0
12/12/2023 12:35:22 PM,2,9,1.6228194,0.1241139,-0.0499888916,0.76160388,0.0176371503,-9999.00000000,21.541,0.0187917922,0.0000000,0.0000000,6,0
12/12/2023 12:35:24 PM,2,9,1.6233972,0.1246917,-0.0499888916,0.76144798,0.0176082678,-9999.00000000,21.542,0.0187697975,0.0000000,0.0000000,6,0
12/12/2023 12:35:26 PM,2,9,1.6239750,0.1252694,-0.0499888245,0.76127726,0.0175793852,-9999.00000000,21.552,0.0187478076,0.0000000,0.0000000,6,0
12/12/2023 12:35:28 PM,2,9,1.6245528,0.1258472,-0.0499888550,0.76110487,0.0175505027,-9999.00000000,21.553,0.0187258226,0.0000000,0.0000000,6,0
12/12/2023 12:35:30 PM,2,9,1.6251306,0.1264250,-0.0499892362,0.76093934,0.0175216202,-9999.00000000,21.553,0.0187038425,0.0000000,0.0000000,6,0
12/12/2023 12:35:33 PM,2,9,1.6257083,0.1270028,-0.0499890075,0.76077687,0.0174927377,-9999.00000000,21.535,0.0186818672,0.0000000,0.0000000,6,0
12/12/2023 12:35:34 PM,2,9,1.6262861,0.1275806,-0.0499888093,0.76060524,0.0174638552,-9999.00000000,21.536,0.0186598967,0.0000000,0.0000000,6,0
12/12/2023 12:35:37 PM,2,9,1.6268639,0.1281583,-0.0499887422,0.76043605,0.0174349727,-9999.00000000,21.536,0.0186379310,0.0000000,0.0000000,6,0
12/12/2023 12:35:39 PM,2,9,1.6274417,0.1287361,-0.0499889465,0.76026098,0.0174060902,-9999.00000000,21.549,0.0186159704,0.0000000,0.0000000,6,0
12/12/2023 12:35:41 PM,2,9,1.6280194,0.1293139,-0.0499893124,0.76009538,0.0173772076,-9999.00000000,21.545,0.0185940148,0.0000000,0.0000000,6,0
12/12/2023 12:35:43 PM,2,9,1.6285972,0.1298917,-0.0499889007,0.75991772,0.0173483251,-9999.00000000,21.548,0.0185720641,0.0000000,0.0000000,6,0
12/12/2023 12:35:45 PM,2,9,1.6291750,0.1304694,-0.0499888916,0.75975075,0.0173194426,-9999.00000000,21.535,0.0185501183,0.0000000,0.0000000,6,0
12/12/2023 12:35:47 PM,2,9,1.6297528,0.1310472,-0.0499888032,0.75958072,0.0172905601,-9999.00000000,21.534,0.0185281776,0.0000000,0.0000000,6,0
12/12/2023 12:35:49 PM,2,9,1.6303306,0.1316250,-0.0499889800,0.75940916,0.0172616776,-9999.00000000,21.531,0.0185062416,0.0000000,0.0000000,6,0
12/12/2023 12:35:51 PM,2,9,1.6309083,0.1322028,-0.0499892514,0.75923692,0.0172327951,-9999.00000000,21.535,0.0184843106,0.0000000,0.0000000,6,0
12/12/2023 12:35:53 PM,2,9,1.6314861,0.1327806,-0.0499889709,0.75905330,0.0172039126,-9999.00000000,21.536,0.0184623846,0.0000000,0.0000000,6,0
12/12/2023 12:35:55 PM,2,9,1.6320639,0.1333583,-0.0499889038,0.75888312,0.0171750301,-9999.00000000,21.539,0.0184404637,0.0000000,0.0000000,6,0
12/12/2023 12:35:58 PM,2,9,1.6326417,0.1339361,-0.0499889922,0.75871073,0.0171461475,-9999.00000000,21.547,0.0184185480,0.0000000,0.0000000,6,0
12/12/2023 12:36:00 PM,2,9,1.6332194,0.1345139,-0.0499889282,0.75853642,0.0171172650,-9999.00000000,21.534,0.0183966371,0.0000000,0.0000000,6,0
12/12/2023 12:36:02 PM,2,9,1.6337972,0.1350917,-0.0499889312,0.75835586,0.0170883824,-9999.00000000,21.530,0.0183747314,0.0000000,0.0000000,6,0
12/12/2023 12:36:04 PM,2,9,1.6343750,0.1356694,-0.0499889465,0.75818377,0.0170594999,-9999.00000000,21.533,0.0183528308,0.0000000,0.0000000,6,0
12/12/2023 12:36:06 PM,2,9,1.6349528,0.1362472,-0.0499888855,0.75801168,0.0170306174,-9999.00000000,21.537,0.0183309352,0.0000000,0.0000000,6,0
12/12/2023 12:36:08 PM,2,9,1.6355306,0.1368250,-0.0499889160,0.75784089,0.0170017348,-9999.00000000,21.540,0.0183090444,0.0000000,0.0000000,6,0
12/12/2023 12:36:10 PM,2,9,1.6361083,0.1374028,-0.0499892667,0.75767933,0.0169728523,-9999.00000000,21.541,0.0182871585,0.0000000,0.0000000,6,0
12/12/2023 12:36:12 PM,2,9,1.6366861,0.1379806,-0.0499890014,0.75751251,0.0169439697,-9999.00000000,21.538,0.0182652774,0.0000000,0.0000000,6,0
12/12/2023 12:36:14 PM,2,9,1.6372639,0.1385583,-0.0499888825,0.75734057,0.0169150872,-9999.00000000,21.543,0.0182434013,0.0000000,0.0000000,6,0
12/12/2023 12:36:16 PM,2,9,1.6378417,0.1391361,-0.0499889587,0.75716184,0.0168862047,-9999.00000000,21.553,0.0182215302,0.0000000,0.0000000,6,0
12/12/2023 12:36:18 PM,2,9,1.6384194,0.1397139,-0.0499889221,0.75697868,0.0168573221,-9999.00000000,21.553,0.0181996642,0.0000000,0.0000000,6,0
12/12/2023 12:36:20 PM,2,9,1.6389972,0.1402917,-0.0499892636,0.75681346,0.0168284396,-9999.00000000,21.544,0.0181778033,0.0000000,0.0000000,6,0
12/12/2023 12:36:22 PM,2,9,1.6395750,0.1408694,-0.0499890075,0.75664557,0.0167995571,-9999.00000000,21.538,0.0181559472,0.0000000,0.0000000,6,0
12/12/2023 12:36:25 PM,2,9,1.6401528,0.1414472,-0.0499889648,0.75647256,0.0167706745,-9999.00000000,21.520,0.0181340960,0.0000000,0.0000000,6,0
12/12/2023 12:36:27 PM,2,9,1.6407306,0.1420250,-0.0499888581,0.75630277,0.0167417920,-9999.00000000,21.525,0.0181122498,0.0000000,0.0000000,6,0
12/12/2023 12:36:29 PM,2,9,1.6413083,0.1426028,-0.0499888428,0.75612686,0.0167129095,-9999.00000000,21.516,0.0180904087,0.0000000,0.0000000,6,0
12/12/2023 12:36:31 PM,2,9,1.6418861,0.1431806,-0.0499889678,0.75595744,0.0166840270,-9999.00000000,21.531,0.0180685724,0.0000000,0.0000000,6,0
12/12/2023 12:36:33 PM,2,9,1.6424639,0.1437583,-0.0499888672,0.75577978,0.0166551445,-9999.00000000,21.519,0.0180467410,0.0000000,0.0000000,6,0
12/12/2023 12:36:35 PM,2,9,1.6430417,0.1443361,-0.0499888825,0.75561212,0.0166262620,-9999.00000000,21.533,0.0180249147,0.0000000,0.0000000,6,0
12/12/2023 12:36:37 PM,2,9,1.6436194,0.1449139,-0.0499890441,0.75544102,0.0165973794,-9999.00000000,21.535,0.0180030934,0.0000000,0.0000000,6,0
12/12/2023 12:36:39 PM,2,9,1.6441972,0.1454917,-0.0499888611,0.75526816,0.0165684969,-9999.00000000,21.544,0.0179812770,0.0000000,0.0000000,6,0
